user_id,username,alpha_badge,review_count,account_level,badges
nabila_yasmin,Mouthgasm.jkt,Alfa 2021,1758,20,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
marcella_marcella,Mrc Mrc,no badge,4,2,no badge
fatirrahmah_nandika,Fatirrahmah Nandika,no badge,11,3,no badge
iin_puspasari,Iin Puspasari,no badge,91,8,"Dessert,"
dinda_ayur,Dinda Ayur,no badge,1,1,no badge
sora_dee,widya Sartika,no badge,1,1,no badge
widya_nuraini,widya nuraini,no badge,1,1,no badge
dera_rya,Dera Rya,no badge,1,1,no badge
isa_sugiharto,Isa Sugiharto,no badge,7,2,no badge
dhea_salsabila,Dhea Salsabila,no badge,1,1,no badge
nuybiebeauteen,nuybiebeauteen,no badge,1,1,no badge
widya_limmena,Widya Lim,no badge,1,1,no badge
pradyta_febriana_rudiyanto,Pradyta Febriana Rudiyanto,no badge,1,1,no badge
ayu_oktariana,a bogus foodie,no badge,308,12,"Steak,Ramen,Kopi,Bakmi,Pasta,Burger,Dessert,"
kuliner_addict_bandung,Kuliner Addict Bandung,no badge,857,15,"Steak,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
rohmando,Fadhlur Rohman,no badge,938,17,"Steak,Ramen,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ratihdanumarddin,Ratih Danumarddin,no badge,35,6,no badge
nela_reza_septiana,Nela Reza,no badge,45,5,no badge
matcha_lover,matcha lover,no badge,5,2,no badge
everstinevalia,Eversti Nevalia,no badge,6,2,no badge
anisaadya,Anisa Adya,Alfa 2017,1300,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
tatan,Tatan,no badge,6,2,no badge
christian_lyonal,@christianlyonal,no badge,198,11,"Kopi,Pasta,"
ruthaudreyy,ruth audrey,no badge,82,8,"Dessert,"
siti_ri,Siti Ri,no badge,1,1,no badge
jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
vhadoll,Syifa,Alfa 2021,447,13,"Kopi,Dessert,Bubble Tea,"
Audry,Audry Arifin @oh_mytablee,Alfa 2021,556,14,"Ramen,Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
caturpriyo,caturpriyo,no badge,10,2,no badge
chelfooddiary,Rachel Tobing,Alfa 2021,164,10,"Ramen,Kopi,Pasta,Sushi,Dessert,"
UrsAndNic,UrsAndNic,Alfa 2021,3446,25,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yohana_felicia_candra,Yohanacandra (@kulinerkapandiet),Alfa 2021,1209,18,"Steak,Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
qedasca,@qluvfood,no badge,423,13,"Steak,Dimsum,BBQ,Pancake,Kopi,Bakmi,Pasta,Sushi,Dessert,Bubble Tea,"
kent_syahbana,@dailycious_bdg,no badge,29,5,no badge
Kenyangbegox,Vionna & Tommy,Alfa 2021,850,15,"Steak,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
nadia_indo,Nadia Indo,no badge,227,11,"Kopi,Dessert,Bubble Tea,"
william_wilz,William Wilz,Alfa 2021,1204,17,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
xufang,Eat Drink Enjoy,no badge,327,12,"Chinese Food,Kopi,Bakmi,Dessert,"
food_erotic,Food Erotic,no badge,5,2,no badge
nlieharja,nlieharja,no badge,122,9,"Kopi,Dessert,"
rihanathalib,RI 347 | Rihana & Ismail,Alfa 2019,225,12,"Kopi,Bakmi,Pasta,Dessert,"
wen_z_wen,Lid wen,Alfa 2018,462,14,"Chinese Food,BBQ,Kopi,Bakmi,Pizza,Dessert,"
kevin_leonardi,Kevin Leonardi @makancengli,Alfa 2021,1175,17,"Steak,Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
markusericyoshua,Eatandcrunch,no badge,108,9,"Kopi,Dessert,"
getup_tv,GetUp TV,no badge,70,8,no badge
LaperBerdua,Julio & Sabrina,Alfa 2018,99,8,"Pasta,"
deasy_lim,Deasy Lim,Alfa 2021,1416,19,"Steak,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
huntandtreasure_,Huntandtreasure.id,no badge,193,10,"Kopi,Pasta,Dessert,Bubble Tea,"
dewangga_maaruf,Dewangga Maaruf,no badge,16,3,no badge
aldila_asyafira,aldila asyafira,no badge,1,1,no badge
andrikanadia,Andrika Nadia,Alfa 2021,1970,19,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
izayurista,Cut Yurista,no badge,4,1,no badge
theresia_ria,Theresia Ria,no badge,21,4,no badge
Dellaayu90,Della Ayu,Alfa 2021,960,17,"Ramen,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Erosuke,Erosuke @_erosuke,Alfa 2019,359,12,"Ramen,Kopi,Bakmi,Pasta,Dessert,"
BandungBersua,Bandung Bersua,no badge,12,3,no badge
Ando,Budi Lee,no badge,434,13,"Steak,Chinese Food,Kopi,Bakmi,Dessert,Bubble Tea,"
siennaaa19,Sienna Paramitha,Alfa 2020,417,13,"Steak,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
all_me_yeah,Gregorius Bayu | ig: exploresto,Alfa 2021,1890,19,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
foodiary,Regina Laij,no badge,30,5,no badge
Foodmailer,Food Mailer,no badge,6,2,no badge
aireenai,Aireen Puspanagara,Alfa 2018,159,10,"Kopi,Dessert,"
annatandiari,Anna,no badge,27,4,"Kopi,"
claudisfoodjournal,Claudia @grownnotborn.id,Alfa 2020,677,14,"Steak,Ramen,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Darsehsri,Darsehsri Handayani,Alfa 2021,2554,22,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
tiarbah,@tiarbah,no badge,6,2,no badge
Jakartarandomeats,Jakartarandomeats,Alfa 2017,1056,18,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yudith_nathalia_kindangen,Yudith Kindangen,no badge,4,1,no badge
ZELIG,@teddyzelig,Alfa 2019,1210,18,"Steak,Ramen,Chinese Food,Seafood,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
caca_ietcha,Marisa @marisa_stephanie,Alfa 2021,962,17,"Steak,Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ivanciptadi,Ivan Ciptadi @spiceupyourpalette,no badge,466,13,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
steven_ngadiman,Steven Ngadiman,no badge,96,9,"Kopi,Dessert,"
prajnamudita,Prajna Mudita,Alfa 2018,828,15,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
tasteofbandung,@tasteofbandung,no badge,55,7,"Dessert,"
vannysurya,vannysurya,no badge,3,1,no badge
elvirasutanto,Elvira Sutanto,Alfa 2018,908,16,"Steak,Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Lydia_Fatmawati,Lydia Fatmawati,no badge,310,12,"Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
dwi_hartati_izaldi,Dwi Izaldi,Alfa 2021,784,15,"Steak,Ramen,Chinese Food,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
nadiragiri,nadiragiri,no badge,12,3,no badge
bagongcm,instagram : kohkuliner,no badge,61,7,"Dessert,"
laksmi_larasati,Laksmi Larasati,no badge,2,1,no badge
aileen_natalia_salim,@NonikJajan,Alfa 2021,1973,19,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Makaninfotodoang,makaninfoto,no badge,13,3,no badge
FOODWAW,Wawa | IG : @foodwaw,Alfa 2019,706,15,"Steak,Ramen,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
EricJaputra,Eric @ericfoodreview,Alfa 2019,237,11,"Kopi,Bakmi,Dessert,"
linda_sujanapura,Linda Sujanapura,no badge,13,3,no badge
nesyaadenisaa,nesyaadenisaa,no badge,135,9,"Kopi,"
placetogoandeat,Ladyonaf @placetogoandeat,Alfa 2021,3366,24,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
monika_ardine,Monika Ardine,no badge,12,3,no badge
rifanajn,Jane Rifana,no badge,9,3,no badge
salim_moses_konggidinata,Oppa Kuliner (@oppakuliner),Alfa 2019,965,17,"Steak,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
stelmaris,@stelmaris,Alfa 2020,1482,18,"Steak,Ramen,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
gita,gita fitria,no badge,8,2,no badge
Marsha,Marsha Sehan,Alfa 2018,400,13,"Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,"
maylamarsya,Mayla,no badge,3,1,no badge
tia_nurani_darmawan,Tia Darmawan,no badge,6,2,no badge
marianefelicia,Mariane Felicia,no badge,865,17,"Steak,Ramen,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
kulineran_aja,@kulineran_aja,no badge,697,15,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
isnani_nasriani,Isnani Nasriani,no badge,54,7,"Kopi,Dessert,"
shellanastasia,Shella Anastasia,Alfa 2021,1039,18,"Steak,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
worthyourvisit,Kintan & Revy @worthyourvisit,no badge,254,12,"Kopi,Burger,Dessert,"
ria.angela,Ria Angela,no badge,7,2,no badge
sylawt,Sri Yuliawati,no badge,233,11,"Kopi,Bakmi,Dessert,"
Tsuty,Tsuty,no badge,25,4,"Kopi,"
desydrasi,Makan Mulu,no badge,808,15,"Steak,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
hani_syafa_ah,Hani Syafa'ah,Alfa 2020,277,12,"Ramen,Kopi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
makan_samacici,Makan Samacici,no badge,97,8,"Bakmi,"
eats.stories,Eat's Stories,no badge,2,1,no badge
Bilgary,Bilgary Utama,no badge,50,7,no badge
dion_alaypisan,Dion,no badge,4,1,no badge
rusliani_lia,Rusliani | @memoliabdg,no badge,33,5,no badge
elkatisaa,Elena Kartika,no badge,111,9,no badge
Jihanputri,Jihan Rahayu Putri,no badge,714,15,"Steak,Ramen,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
shinta_tanujaya,shinta tanujaya,no badge,1,1,no badge
chandradp,chandra dwiprastio,no badge,113,9,"Kopi,"
RezaMahdiahR,Reza Mahdiah Reflianti,no badge,14,3,no badge
andewantari,Annisa Nurul Dewantari,Alfa 2020,324,13,"Kopi,Pasta,Dessert,Bubble Tea,"
faronnabila,faronnabila,no badge,5,1,no badge
vika,raafika nurf,no badge,329,12,"Steak,Kopi,Bakmi,Dessert,"
okky_nugroho,Pria Lemak Jenuh,no badge,153,10,"Kopi,"
hokahemattiga,hokahemattiga,no badge,177,10,"Kopi,Dessert,Bubble Tea,"
johana_fe,Johana fe,no badge,40,5,no badge
naicong,Icong,Alfa 2021,744,15,"Steak,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
desylia,Dessylia Wijaya,no badge,5,2,no badge
bukuhariansilemak,Buku Harian Si Lemak,no badge,25,4,no badge
eonnithings,Eonnithings | Stefhanie,no badge,24,4,no badge
rinia_ranada,Rinia Ranada,Alfa 2020,345,12,"Seafood,Kopi,Bakmi,Dessert,Bubble Tea,"
yudistira,yudistira ishak abrar,Alfa 2021,2511,23,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Marisa,Marisa Aryani,Alfa 2020,909,15,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
hera,hera impiani yahya,no badge,55,7,no badge
fridatan,@fridoo_,no badge,37,6,no badge
pandhu_moto,Kelana Berdua,no badge,16,4,no badge
clarayunita,Clara Yunita,Alfa 2017,169,11,"Kopi,Dessert,"
Makocoh,Ineke Fatmawati,no badge,19,4,no badge
abiraihan,Abi Raihan,no badge,3,1,no badge
Isabelldc,Isabella Chandra,Alfa 2021,515,13,"BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
viskhapr,Viskha Puji Rahayu,no badge,9,2,no badge
veranyca_handoko,Veranyca Handoko,no badge,43,7,"Kopi,"
riska702_ry,Riska Yulianti,no badge,4,1,no badge
yani_srintil,Yani Srintil,no badge,1,1,no badge
nikafitria,Nika Fitria,no badge,59,7,"Kopi,"
bibu_channel,BiBu Channel,no badge,99,8,"Dessert,Bubble Tea,"
nadhira_lutfiah,Nadhira Lutfiah,no badge,15,3,no badge
alyarmd,Alya Ramadhanty,no badge,6,2,no badge
ghassani_allami,Ghassani Allami,no badge,10,2,no badge
prekuel,Prekuel,no badge,5,2,no badge
kunanju_oktagiantika,Kunanju Oktagiantika,no badge,3,1,no badge
FannieHuang,Fannie Huang||@fannie599,Alfa 2021,1737,19,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
aridavera,Vera Arida,Alfa 2019,346,13,"Ramen,Kopi,Bakmi,Pasta,Burger,Dessert,"
IqlimaHagurai07,IqlimaHagurai07,no badge,36,5,no badge
ong_eng_say,Ong Eng Say,no badge,38,6,"Kopi,"
ivy_putri_lestari,Ivy Putri Lestari,no badge,9,2,no badge
selwisaysfood,Selwi Says Food,no badge,6,2,no badge
afrizal_azhar,Afrizal Azhar,no badge,53,7,no badge
dini515970,Dini Yulianti,no badge,26,4,no badge
lalityadr,Lalitya Dwi Rachmani,no badge,5,1,no badge
weni_dwijayanti,Weni DwiJayanti,no badge,5,2,no badge
Nuysyam,Nur Syamsiah BA,no badge,3,1,no badge
amanda_nisa,ina1926 (IG),no badge,10,3,no badge
_winamf,Wina M. Fitria,Alfa 2018,296,12,"Kopi,Bakmi,Sushi,Dessert,Bubble Tea,"
rismaaa,rismaaa,no badge,1,1,no badge
annisaa_solihah_onna_kireyna,Annisaa solihah Onna Kireyna,no badge,95,8,no badge
eva_r_m,Eva R. M,no badge,6,2,no badge
TheodoraStarian,Theodora,Alfa 2018,1145,17,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Astrid_Huang,Astrid Huang | @biteandbrew,Alfa 2017,737,15,"Steak,Ramen,Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
Daditya,Desanggi Ritzky Aditya,no badge,92,8,"Kopi,"
sovi_purnama_sari,Sovi Purnama Sari,no badge,8,2,no badge
regina_christiany,@eatlikepanda,no badge,25,5,no badge
silvia_dwiyanti,Silvia Dwiyanti,no badge,97,8,"Kopi,"
janiceagatha,Janice Agatha,no badge,350,12,"BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,"
luvorin_happy,LuvOrin Happy,no badge,2,1,no badge
harizakbaralam,harizakbaralam,no badge,339,13,"Seafood,Kopi,Bakmi,"
eldayanipratiwi,eldayani pratiwi,Alfa 2018,321,12,"Kopi,Pasta,Sushi,Dessert,"
kesanakesinimakan,Richard Wijaya,no badge,20,3,no badge
josh_theo,Joshua Theo,no badge,163,10,"Ramen,Kopi,Bakmi,Dessert,"
imanuel_arnold,imanuel arnold,no badge,84,9,"Kopi,"
Meryn,Meri @kamuskenyang,Alfa 2018,368,13,"Ramen,Chinese Food,Seafood,Kopi,Bakmi,Pasta,Dessert,"
Marisaagina_,Marisa Agina,no badge,99,8,no badge
np_ratu_nirmalasari,Makan Meow,no badge,46,7,no badge
makanbanyakbanyak,Trias Yuliana,no badge,14,3,no badge
agnes_octaviani,Agnes Octaviani,no badge,627,14,"Steak,Ramen,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
heysaifull,Mas Jajan,no badge,15,3,no badge
sittara06,Sitta,no badge,104,9,"Dessert,"
alvin_johanes,Alvin Johanes,Alfa 2021,641,15,"Steak,Ramen,Chinese Food,Dimsum,Seafood,Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,"
hansdrata_hinryanto,Hans,Alfa 2021,675,14,"Seafood,Kopi,Bakmi,Pizza,Dessert,Bubble Tea,"
eatfoodtravel,@eatfoodtravel,Alfa 2021,482,13,"Chinese Food,Kopi,Bakmi,Pizza,Dessert,Bubble Tea,"
intancennie,bataLKurus,Alfa 2021,1202,17,"Steak,Ramen,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
frido.zh,Prido ZH,Alfa 2021,1202,19,"Steak,Ramen,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
ayukmakan,ayukmakan,no badge,28,5,no badge
ReviewnyaDikadanOpik,Review Dika & Opik (@go2dika),Alfa 2021,900,17,"Steak,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
all_me_yeah,Gregorius Bayu | ig: exploresto,Alfa 2021,1891,19,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
desriani_ekaputri,Desriani Ekaputri (@rian_ry),Alfa 2021,875,15,"Steak,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Fannykonadi,Fanny Konadi,Alfa 2018,204,11,"Kopi,Bakmi,Dessert,"
asionglie,Asiong Lie @makanajadah,Alfa 2018,787,15,"Steak,Chinese Food,Dimsum,Seafood,BBQ,Kopi,Bakmi,Sushi,Burger,Dessert,"
reni_andayani,Reni Andayani,no badge,41,5,no badge
liciayurika,Kami Suka Makan,Alfa 2018,287,12,"Bakmi,Pasta,Sushi,Burger,Dessert,"
urban_culinaire,Urban Culinaire,no badge,12,4,no badge
nita_feb,nita febriani,no badge,21,4,no badge
ghina_darin,Ghina Darin @gnadrn,Alfa 2017,95,8,"Dessert,"
heycaca,Caca,no badge,106,8,"Kopi,"
gcw.22,Jajanan bdg (IG),no badge,17,3,no badge
kezia_nathania,Kezia Nathania,no badge,373,13,"Steak,Ramen,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
jaka_maulana_saleh,Jaka Saleh,no badge,16,3,no badge
nida_radhiyyah,Nida Radhiyyah,no badge,7,2,no badge
lippycandy,Nabila,no badge,27,4,"Dessert,"
endahputri24,endah putri,no badge,8,2,no badge
ovina_nerisa,Ovina Nerisa,no badge,34,5,no badge
felisialuissela,Felisia Luissela Nday,no badge,128,9,"Pasta,Sushi,"
emirkhaerul,Emir Khaerul,no badge,46,6,no badge
rereoctarissa,Renita Octarissa,no badge,9,2,no badge
holil_yunianto,Holil Yunianto,no badge,1,1,no badge
adi_rahman,Adi Rahman,no badge,9,3,no badge
nimas_ayu,Nimas Ayu,no badge,9,2,no badge
intan_yustisia,Intan Yustisia,no badge,2,1,no badge
shabira,Shabira Alfath,no badge,58,7,no badge
awakmutukangmakan,awakmutukangmakan,Alfa 2021,424,13,"Steak,Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,"
ary_setiawan,Ary Setiawan IG : arysetiawann_,no badge,24,4,no badge
Tya.Dedew,Dewi Tya Aihaningsih,no badge,106,9,"Steak,"
Denise,D L,no badge,682,15,"Steak,Ramen,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
Kopinyaku,Kopinyaku,no badge,6,2,no badge
selfi_tan,Selfi Tan,Alfa 2021,1961,20,"Ramen,Dimsum,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
si_zel,Zelda Lupsita,no badge,254,11,"Steak,Kopi,Bakmi,Pasta,Burger,Dessert,"
stellachubby,Stellachubby,Alfa 2020,834,15,"Steak,Ramen,Chinese Food,Dimsum,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
yoitswawa,Fitria Caesaria,no badge,68,7,"Kopi,Dessert,"
sellaoktaa,Sella Oktaviani,no badge,12,3,no badge
Shellahrv,Shella Rizki Ananda,no badge,7,2,no badge
Larissa,Lala C,no badge,16,4,no badge
dk_chang,dk_chang,Alfa 2018,360,13,"Kopi,Bakmi,Pasta,Sushi,Dessert,"
social_bandits,social_bandits the big fat eater,no badge,17,4,no badge
Alexandrasha_,Alexandra Damayanthie,no badge,9,2,no badge
nurululfaf,nurululfaf,no badge,10,2,no badge
michloveeat,Mich Love Eat,Alfa 2021,1331,18,"Steak,Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
gea_aulia,Gea Aulia,no badge,20,3,no badge
ardhiansyah_derizqy,doyan kopi,no badge,51,7,"Kopi,"
noporknolardnowine,Hana Farhana,no badge,3,1,no badge
eatmewhileimhot,Rurie,no badge,244,11,"Kopi,Pizza,Burger,Dessert,Bubble Tea,"
christoff_chris_irwansyah_arya_irwansyah,Arya Irwansyah Amoré,no badge,274,12,"Kopi,Burger,Dessert,"
achi_fania,Astri Mira Fania,no badge,8,2,no badge
kokokuliner,Koko Kuliner,no badge,60,7,no badge
wilma_fedora,Wilma Fedora,no badge,6,2,no badge
claudia_prisella,Claudia Prisella,no badge,2,1,no badge
risrisma,risma,no badge,27,5,no badge
jocelin_muliawan,Jocelin Muliawan,Alfa 2020,538,14,"Chinese Food,Seafood,BBQ,Kopi,Bakmi,Sushi,Dessert,Bubble Tea,"
herinayunita,Herina Yunita,no badge,60,7,no badge
monaervita,Mona Ervita IG @momo.kuliner,no badge,13,3,no badge
foodtal,Food Bantal,no badge,39,6,no badge
dsutikno,Linx Linx,no badge,1,1,no badge
melliyuliana,Kuliner Limited Edition,no badge,206,11,"BBQ,Kopi,Bakmi,Dessert,"
Zena,Zena,no badge,23,4,no badge
ardilladina,ardilladina,no badge,10,2,no badge
sari_yantami,Rizki Yantami Arumsari,no badge,30,5,no badge
saepulhdyt,Saepul Hidayat,Alfa 2021,344,13,"Kopi,Bakmi,Pasta,Dessert,Bubble Tea,"
d,@diokharisma,no badge,25,4,no badge
yanti_mandasari,Yanti Mandasari,no badge,9,2,no badge
ShandyVanilla,Shandy Vanilla (@foodbabysenja),no badge,1,1,no badge
anasugihta,Ana Sugihta,no badge,1,1,no badge
maumakanapa,maumakanapa,no badge,4,1,no badge
VieAsano,Vie Asano,no badge,3,1,no badge
IkhsanKurniawan,IkhsanKurniawan,no badge,1,1,no badge
minho86,minho agus,no badge,47,7,no badge
50mm.foodies,50mm foodies,no badge,5,2,no badge
ajeng_laras,iyang yolan,no badge,2,1,no badge
nabila_cintisa,Nabila Cintisa,no badge,1,1,no badge
soffi_nur_ruchaefi,Soffi Ruchaefi,no badge,25,4,no badge
FianaNS,FianaNS,no badge,34,5,no badge
nissyqz,Nissy Ratunisi Pramurezi,no badge,45,6,no badge
franzeska_yuli_yana,Yuli || IG: @franzeskayuli,Alfa 2020,693,15,"Steak,Chinese Food,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
kulinerjktmurah,kulinerjktmurah | yulianisa & tantri,no badge,195,10,"Kopi,Bakmi,Dessert,"
ganjar_wicaksana,Ganjar Wicaksana,no badge,4,1,no badge
zelda,zelda,no badge,195,11,"Kopi,Bakmi,Dessert,"
tita_tiara,Tita Tiara,no badge,7,2,no badge
bond_tastebuds,@bondtastebuds,no badge,51,7,no badge
itschubbybelly,itschubbybelly,no badge,21,4,no badge
ozz,Oswin Liandow,no badge,607,15,"Steak,Ramen,Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pasta,Sushi,Dessert,"
fanifransisca,Fani Fransisca,no badge,85,8,"Kopi,Dessert,"
dinastiranti,Dinasti Ranti,no badge,15,3,no badge
abagusun,abagusun ??,no badge,2,1,no badge
aprilgiie,Apriliyani Dwi putri,no badge,4,1,no badge
tinursan,Annti Nursanti,no badge,8,2,no badge
refina_himmawan,Refina Himmawan,no badge,10,2,no badge
ardnabila,Nabila Ardelia,no badge,9,2,no badge
asasiani_,Asasiani Senny,no badge,123,9,"Kopi,Dessert,"
short_gateaway_,Michelle Amalia,no badge,5,2,no badge
kulineran_koko,kulineran_koko,no badge,40,5,no badge
ajibbadri,Ajib Badri,no badge,10,2,no badge
keymakandisini,Key (IG : @keymakandisini),no badge,30,5,no badge
febriyani_salamah,Febriyani Salamah,no badge,12,3,no badge
stella_octavius,Stella @stellaoctavius,no badge,148,9,"Kopi,Bakmi,Dessert,"
teronggoreng,muhammad fauzi,no badge,19,4,no badge
caecilia_helen_oey_ii,Caecilia Helen Oey II,no badge,2,1,no badge
anabelleshoe,anabelleshoe,no badge,14,3,no badge
eat.travelicious,Merry Lin,no badge,1,1,no badge
deviana_puspita,Deviana Puspita,no badge,11,3,no badge
bluespoon,biru,no badge,9,2,no badge
syandra_adivia,syandra adivia,no badge,10,3,no badge
suci_sinta_sartika_selviana,Suci Selviana,no badge,23,4,no badge
Bara,Bara,no badge,7,2,no badge
LepasKendali,barik J. adam,no badge,2,1,no badge
shanazs,Shanaz Safira,Alfa 2018,397,13,"Kopi,Bakmi,Pasta,Sushi,Burger,Dessert,"
yovan_rivanzah,Yovan Rivanzah,no badge,9,2,no badge
puspa_murti_amudita,Puspa Murti Amudita,no badge,4,1,no badge
amadda_fadhila,Amadda,no badge,26,4,"Kopi,"
eatandleisure,Eat and Leisure,no badge,322,13,"Steak,Kopi,Bakmi,Pasta,Burger,Dessert,"
